Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1737928686.1051657,-5.9,4.07,6.43,-7.02,-1.5,4.67
1737928686.1459496,-6.18,-0.84,6.13,-5.42,11.53,6.71
1737928686.185911,-8.3,2.1,3.33,-10.94,-1.84,3.73
1737928686.2249815,-9.65,-2.58,3.82,-7.25,6.06,0.56
1737928686.2656403,-8.05,12.79,0.57,-11.79,3.99,1.86
1737928686.3054142,-15.06,-0.36,1.77,-13.11,-5.91,1.7
1737928686.3451984,-7.85,2.7,0.01,-3.49,15.56,0.14
1737928686.3857758,-3.9,0.29,-0.36,-7.25,-9.96,0.91
1737928686.4254892,-8.35,-4.5,1.52,-4.06,9.5,3.04
1737928686.4656932,-0.3,18.02,3.55,1.47,-4.15,0.59
1737928686.5053802,-1.45,-14.25,-1.51,-1.36,-0.68,6.65
1737928686.5455484,-0.08,19.61,7.62,3.07,-4.6,5.08
1737928686.5854902,4.87,-6.33,4.74,7.47,-9.51,7.58
1737928686.6253421,8.28,6.68,8.05,8.56,1.89,8.87
1737928686.6658103,6.47,-2.12,9.96,4.82,-1.19,12.32
1737928686.705504,4.74,2.99,12.09,6.25,1.6,12.9
1737928686.745537,9.99,5.52,14.87,12.79,6.18,14.34
1737928686.785669,10.87,5.35,10.74,5.03,3.73,13.43
1737928686.8254342,1.13,0.87,16.73,2.47,2.79,18.12
1737928686.865827,7.55,12.93,14.35,8.23,11.9,8.03
1737928686.9051852,5.69,-4.44,8.88,-0.4,1.28,11.51
1737928686.9456,-2.07,6.66,12.83,-4.14,14.96,9.48
1737928686.9857068,-5.46,4.32,8.84,-6.45,1.53,12.22
1737928687.0255377,-6.58,8.45,13.35,-6.85,14.81,12.41
1737928687.065615,-8.22,6.03,11.41,-7.98,6.88,12.95
1737928687.1049407,-5.62,12.01,12.93,-4.92,11.6,9.84
1737928687.1453958,-7.03,6.65,5.97,-8.1,-3.95,6.32
1737928687.1855662,-6.85,6.39,8.08,-6.22,9.61,6.68
1737928687.225618,-10.36,8.88,2.1,-14.21,-3.13,1.93
1737928687.2651277,-13.35,-2.61,2.5,-9.99,0.95,0.07
1737928687.305843,-8.09,6.05,-1.44,-10.01,6.42,-0.07
1737928687.3461783,-14.64,3.52,1.88,-15.22,-2.08,3.58
1737928687.38602,-9.53,-2.52,0.99,-1.35,-2.03,-0.74
1737928687.4258509,1.21,15.63,-0.58,-0.9,-0.13,1.08
1737928687.465077,-7.84,-13.65,-0.65,-8.73,-6.47,2.58
1737928687.5061333,-2.21,7.75,4.72,1.21,19.61,2.45
1737928687.5454075,3.68,-8.66,3.27,2.11,-17.14,2.54
1737928687.5859444,3.2,-0.75,4.36,4.37,10.89,6.54
1737928687.6251233,4.5,1.0,8.07,3.33,-3.71,7.22
1737928687.6655524,4.18,-7.85,8.51,7.02,0.45,9.84
1737928687.7052054,9.56,2.98,9.97,8.55,4.7,11.07
1737928687.7450683,7.35,-1.41,11.31,6.8,-0.45,13.7
1737928687.7855918,7.99,4.84,14.56,9.05,11.2,13.91
1737928687.825543,8.05,2.72,12.87,7.55,-13.91,12.26
1737928687.8654985,5.71,6.26,12.32,9.02,15.16,12.62
1737928687.9060295,4.11,13.47,12.63,-0.91,-2.65,11.67
1737928687.945985,-3.1,-1.75,14.11,-0.54,3.9,14.38
1737928687.9854422,2.35,12.61,13.66,2.14,14.07,10.07
1737928688.025645,-2.1,0.25,9.21,-5.98,-4.66,11.6
1737928688.0659595,-4.18,1.53,14.45,-1.31,14.06,13.51
1737928688.1057196,-2.62,8.18,8.99,-7.58,0.16,11.15
1737928688.1457121,-9.28,2.02,13.78,-6.35,6.39,13.69
1737928688.1851387,-3.61,13.24,10.38,-4.69,6.5,6.21
1737928688.2250736,-8.98,-1.05,5.96,-9.99,-0.18,7.39
1737928688.2651796,-7.88,6.93,7.5,-6.53,10.35,5.39
1737928688.306115,-9.08,2.97,0.96,-13.35,-3.8,-0.73
1737928688.3455153,-14.54,-1.57,1.31,-12.63,8.7,2.39
1737928688.385574,-10.71,9.87,1.81,-11.3,1.8,2.1
1737928688.4254425,-12.83,-5.68,1.03,-10.46,-4.43,3.11
1737928688.4653194,-7.3,16.45,2.3,-5.67,2.15,1.62
1737928688.5060377,-9.06,-7.43,-2.03,-9.97,-12.28,-0.03
1737928688.5458052,-6.78,10.83,1.62,-3.2,10.32,1.21
1737928688.585813,-2.31,-5.54,1.47,-3.62,-4.09,-0.6
1737928688.6256223,-3.22,-1.07,1.88,-1.99,15.31,4.88
1737928688.6660657,-1.19,3.9,4.07,-0.08,-8.68,3.45
1737928688.7050014,2.21,-7.89,2.6,3.57,4.05,4.48
1737928688.745155,2.83,10.28,7.14,1.37,2.9,9.44
1737928688.785309,0.7,-4.23,9.45,3.22,-4.13,9.65
1737928688.8251753,5.75,5.37,8.58,5.34,1.87,9.5
1737928688.8651745,1.96,2.29,9.52,-0.22,-5.5,10.45
1737928688.9052527,0.78,-0.31,13.36,4.89,11.05,13.9
1737928688.945362,6.17,7.42,8.55,3.75,-6.35,9.41
1737928688.9857216,0.42,3.37,14.8,2.77,7.76,19.04
1737928689.0249932,6.11,14.55,12.85,6.27,-6.83,6.29
1737928689.0651882,2.49,-3.35,9.9,0.9,5.08,16.06
1737928689.10568,3.87,11.56,16.32,6.16,7.62,10.32
1737928689.1453457,3.98,-3.38,8.49,1.16,-2.96,10.8
1737928689.1854675,-0.0,6.67,11.81,0.81,12.29,12.68
1737928689.2248254,1.16,7.47,9.84,1.27,-2.15,8.93
1737928689.2651968,0.98,-0.27,8.9,1.97,5.94,9.89
1737928689.3051789,0.65,7.93,9.46,-1.83,-0.61,9.2
1737928689.3454874,-3.88,0.06,8.75,-4.39,5.37,9.97
1737928689.386527,-3.71,8.86,12.07,-2.98,7.07,11.8
1737928689.4253566,-2.94,5.4,8.91,-3.41,-2.49,9.06
1737928689.4651628,-2.91,3.15,11.52,-2.05,10.97,10.96
1737928689.5062592,-3.56,3.04,9.32,-4.96,-0.75,10.21
1737928689.5455222,-4.7,3.98,11.84,-4.65,11.16,11.83
1737928689.5861504,-5.25,6.86,9.3,-7.52,7.74,8.55
1737928689.6252377,-9.44,3.06,9.23,-9.17,4.64,9.18
1737928689.6657858,-7.46,6.16,7.6,-5.6,8.2,6.65
1737928689.706104,-7.13,6.98,6.24,-8.42,-3.61,7.67
1737928689.7443473,-6.63,3.57,6.67,-4.85,7.17,5.58
1737928689.7857563,-7.31,3.14,2.81,-12.71,0.44,2.1
1737928689.8256404,-13.61,-3.65,2.02,-9.93,-0.24,0.91
1737928689.865157,-7.43,3.47,-1.34,-9.95,6.73,-2.76
1737928689.9060428,-16.14,0.97,-1.56,-19.29,-4.89,0.33
1737928689.945699,-14.3,-11.83,0.01,-5.77,2.11,-1.58
1737928689.9854407,-1.98,7.71,-1.9,-5.24,-5.45,-1.99
1737928690.0252302,-10.19,-11.16,0.7,-11.38,-5.55,2.88
1737928690.0658796,-7.47,9.81,4.24,-4.17,8.89,3.32
1737928690.1059604,-4.35,-4.62,2.44,-4.44,-11.65,3.53
1737928690.145105,-2.45,-6.49,2.25,0.86,4.3,4.12
1737928690.185775,-0.71,15.62,5.63,-5.39,-0.82,4.73
1737928690.2259429,-10.36,-11.09,4.84,-8.9,-15.4,4.87
1737928690.2656136,-1.32,3.55,6.18,2.61,19.61,5.67
1737928690.305646,-0.6,4.45,4.58,-6.54,-7.7,9.44
1737928690.345692,-8.46,-5.19,9.49,-1.64,-2.43,6.29
1737928690.3851027,4.17,11.9,4.96,1.95,14.22,5.42
1737928690.4261098,-4.39,-4.35,7.11,-7.48,-13.19,8.98
1737928690.4651198,-2.25,-1.81,9.21,3.97,13.25,8.99
1737928690.5054622,6.5,7.08,7.66,3.89,-7.98,8.15
1737928690.5456786,-0.29,-2.35,12.16,0.18,10.58,16.81
1737928690.585443,0.61,15.23,13.29,0.23,-4.24,10.88
1737928690.6253452,2.27,-11.66,11.36,5.32,7.53,13.64
1737928690.66551,5.53,18.1,12.28,-0.03,5.29,9.34
1737928690.7051945,-6.28,-7.64,11.37,-6.19,4.62,15.11
1737928690.7453337,0.48,12.62,15.91,4.95,16.49,8.54
1737928690.785612,3.61,-1.05,4.27,-0.82,-6.98,10.4
1737928690.825409,-2.88,8.05,12.29,-1.79,7.58,9.81
1737928690.865369,-1.25,11.41,8.76,-2.1,6.85,9.65
1737928690.9053626,-2.21,-0.48,11.88,0.07,4.02,10.83
1737928690.9456522,1.45,12.28,8.47,-2.25,11.3,5.54
1737928690.9858856,-8.25,-3.39,7.65,-11.62,4.41,11.08
1737928691.0257607,-8.27,7.33,11.39,-4.38,9.69,8.19
1737928691.0657246,-3.44,2.28,5.92,-5.16,-2.66,7.06
1737928691.1052449,-8.05,7.98,9.32,-10.7,11.4,9.89
1737928691.1456845,-11.77,5.16,8.08,-10.61,-0.38,7.15
1737928691.1858587,-7.28,-3.42,6.88,-3.24,-1.64,4.56
1737928691.2257082,-3.83,10.09,4.19,-9.78,4.33,4.85
1737928691.265469,-14.41,2.29,7.87,-13.74,1.92,6.82
1737928691.305846,-9.54,2.43,3.08,-5.57,-3.72,1.31
1737928691.345574,-5.14,-1.36,1.59,-7.66,4.08,2.15
1737928691.3853862,-12.39,9.42,2.74,-16.18,1.66,3.14
1737928691.4257574,-14.96,-2.26,2.48,-10.52,-0.61,-0.97
1737928691.4654715,-7.34,0.19,-1.59,-8.92,2.38,-1.9
1737928691.5063868,-11.92,-3.69,-1.17,-12.88,-3.51,0.36
1737928691.5453837,-10.39,-0.05,0.92,-8.66,3.09,0.92
1737928691.5858026,-8.35,-5.35,1.62,-7.67,-8.22,1.51
1737928691.6256723,-5.2,-0.51,1.91,-5.63,8.03,1.08
1737928691.6658163,-9.42,0.84,1.9,-11.76,-5.74,3.61
1737928691.705554,-9.18,-3.23,2.45,-4.91,3.15,1.06
1737928691.7456694,-2.91,3.18,0.39,-4.77,-2.57,0.88
1737928691.7853782,-6.82,2.81,4.15,-7.21,4.71,5.27
1737928691.8252056,-6.11,0.77,3.88,-3.88,-4.54,2.19
1737928691.865082,-1.55,-4.76,2.96,0.12,0.85,4.42
1737928691.9050913,-0.05,7.66,6.08,-2.5,4.71,6.62
1737928691.946118,-4.61,-9.76,6.03,-2.49,-10.82,5.76
1737928691.9855857,3.03,14.28,6.51,4.26,12.28,7.3
1737928692.0254202,0.99,-0.57,9.34,-2.55,-6.25,10.33
1737928692.065783,-0.76,-0.9,9.92,3.93,5.88,8.72
1737928692.1053581,5.41,5.51,10.0,3.78,3.51,10.43
1737928692.1458013,1.3,1.77,10.37,-0.03,1.64,11.07
1737928692.1856387,1.28,11.04,11.36,3.51,15.71,10.83
1737928692.2266338,3.03,5.43,9.79,1.22,0.32,13.85
1737928692.2653801,2.11,6.81,16.36,6.25,11.79,13.54
1737928692.3050158,6.38,10.12,7.24,2.79,-3.08,8.93
1737928692.345031,1.6,0.56,12.78,4.08,11.47,12.29
1737928692.3853548,6.71,13.97,9.14,2.89,11.85,6.46
1737928692.425187,-2.48,-4.63,10.11,-3.45,0.8,12.83
1737928692.465119,1.31,13.18,11.08,3.38,19.61,8.48
1737928692.504912,-1.1,8.47,5.26,-6.38,-8.42,8.49
1737928692.5456786,-6.83,5.18,12.28,-3.06,19.61,13.41
1737928692.5856895,-1.79,14.82,9.51,-5.06,1.03,3.19
1737928692.6258373,-9.49,-3.91,4.09,-10.84,14.77,11.19
1737928692.6658788,-10.03,11.45,13.7,-7.94,10.09,8.78
1737928692.7054927,-5.97,-1.96,4.26,-3.19,-0.5,5.39
1737928692.7454774,-1.44,3.96,8.14,-4.18,15.57,8.34
1737928692.7859766,-10.65,8.67,5.81,-14.03,-3.38,4.11
1737928692.825854,-11.69,-2.5,4.4,-4.46,-0.11,6.42
1737928692.8650303,-0.33,8.65,3.56,-3.54,0.96,0.5
1737928692.905926,-11.72,-1.94,1.62,-15.24,-5.09,3.38
1737928692.9456742,-12.73,1.78,3.75,-8.45,2.93,2.9
1737928692.9855967,-7.17,3.45,1.52,-9.76,-1.13,-0.04
1737928693.025378,-12.85,-1.81,0.87,-13.73,1.35,1.87
1737928693.0658326,-11.87,3.62,1.8,-9.5,-0.07,0.26
1737928693.1056888,-8.31,-7.49,-1.3,-8.29,-8.11,-1.28
1737928693.1456106,-7.69,5.69,2.23,-7.8,11.15,3.69
1737928693.1853411,-9.29,-8.99,0.77,-9.07,-13.97,-0.34
1737928693.2253013,-5.73,-4.42,-0.27,-1.53,5.04,1.74
1737928693.2658079,-1.38,15.4,4.07,-4.02,-4.24,3.57
1737928693.3060255,-8.72,-15.89,1.09,-7.01,-0.45,3.45
1737928693.345316,-1.4,10.46,3.83,1.07,12.45,4.49
1737928693.3856647,-1.04,-1.06,3.77,-3.42,-11.03,5.83
1737928693.4254103,-2.69,2.63,8.12,0.62,14.72,7.67
1737928693.4650283,2.22,6.51,7.23,1.94,-3.51,7.99
1737928693.5057054,2.08,-4.17,8.71,2.34,6.36,7.77
1737928693.5454211,1.41,4.78,9.97,0.85,0.37,10.5
1737928693.585851,1.86,-2.0,12.01,7.38,6.09,11.65
1737928693.625222,8.13,8.35,8.92,3.86,-4.93,11.32
1737928693.6653721,1.57,8.86,15.33,3.79,12.85,13.63
1737928693.7046254,4.74,12.29,11.29,3.27,0.63,12.08
1737928693.7443883,1.87,4.13,11.5,3.44,6.23,11.53
1737928693.7855666,4.73,9.03,10.9,3.54,3.44,10.06
1737928693.8253777,1.83,3.14,8.57,1.13,6.91,8.61
1737928693.8656812,2.11,14.11,11.53,2.59,13.86,11.57
1737928693.90544,0.78,0.16,7.3,1.16,-4.35,7.37
1737928693.9454126,1.71,17.32,9.04,0.53,16.1,9.35
1737928693.9852808,-1.61,4.45,9.89,-2.95,-3.29,7.58
1737928694.025042,-1.04,3.22,9.46,1.03,12.87,10.86
1737928694.065538,1.63,12.91,10.86,-1.07,7.86,7.73
1737928694.1049867,-5.43,1.5,5.75,-9.81,2.58,8.78
1737928694.1449697,-10.09,11.42,10.59,-10.42,10.88,8.4
1737928694.1852648,-9.67,8.16,11.41,-7.17,5.29,11.73
1737928694.2254577,-2.62,1.12,10.78,1.7,5.27,9.62
1737928694.2655578,0.73,7.69,8.15,-5.37,9.75,6.73
1737928694.3057585,-10.84,-8.66,6.77,-10.66,-2.13,8.65
1737928694.345277,-4.62,5.86,9.32,-0.62,11.01,7.84
1737928694.385953,-3.17,7.03,2.58,-8.58,-3.41,1.98
1737928694.4259088,-12.24,-8.65,4.09,-11.07,-6.69,5.56
1737928694.4660623,-5.63,-0.79,2.83,-5.55,9.79,-1.35
1737928694.5067987,-10.91,-0.73,-0.1,-16.67,1.53,2.15
1737928694.5455875,-17.15,-2.02,2.28,-13.35,0.15,-0.51
1737928694.585889,-9.45,5.1,-1.92,-8.72,-0.38,-2.11
1737928694.6258233,-10.43,-3.09,-2.87,-12.42,-4.27,-1.03
1737928694.6656847,-12.97,3.09,0.29,-11.57,2.59,0.25
1737928694.705449,-8.47,-1.57,0.35,-7.61,-5.47,-3.07
1737928694.7449994,-8.1,-4.7,-1.03,-8.58,7.0,1.57
1737928694.7857122,-7.89,6.93,1.64,-6.55,1.24,2.69
1737928694.8254867,-5.04,-4.92,-1.65,-4.21,-10.21,-3.13
1737928694.8654034,-2.54,6.36,2.84,-1.75,11.09,4.05
1737928694.9051657,-0.98,-1.29,3.84,-0.61,-9.18,1.56
1737928694.945371,2.06,-13.2,2.6,4.48,6.23,4.61
1737928694.985551,4.09,10.4,6.54,-0.26,3.46,8.01
1737928695.0260057,-3.83,-3.54,8.87,-2.65,-0.46,8.01
1737928695.0650787,2.18,8.97,7.75,4.0,12.75,8.66
1737928695.10545,0.82,4.41,9.49,-1.71,-6.96,9.2
1737928695.1453795,-0.02,-0.76,11.41,3.5,13.39,12.19
1737928695.18526,5.98,8.9,10.57,4.17,1.49,8.16
1737928695.2253232,1.56,-3.58,12.36,1.1,6.52,16.16
1737928695.2649064,4.2,12.63,15.04,7.4,4.78,10.8
1737928695.3054304,7.35,-6.44,11.85,8.27,-0.58,15.73
1737928695.3448207,8.87,19.61,13.15,7.87,7.57,9.86
1737928695.3856509,3.74,1.38,10.18,1.06,4.87,11.48
1737928695.4247215,0.11,5.66,12.65,0.23,6.33,9.52
1737928695.4654093,1.53,6.69,7.33,1.15,1.85,6.84
1737928695.5053346,-0.95,7.14,8.56,-4.26,7.89,8.73
1737928695.5464995,-6.28,6.96,9.09,-6.71,12.28,6.03
1737928695.5859785,-5.1,5.29,6.1,-5.94,13.44,8.65
1737928695.624906,-7.6,3.74,9.95,-8.41,2.91,7.55
1737928695.6653705,-6.87,1.59,6.45,-6.53,10.62,7.02
1737928695.7053142,-8.94,12.62,8.86,-10.72,9.32,9.52
1737928695.7454987,-11.46,1.61,8.77,-8.62,5.32,9.4
1737928695.785669,-4.99,12.65,10.1,-5.35,17.63,7.53
1737928695.8259041,-8.36,0.58,4.49,-9.22,-12.41,5.03
1737928695.8657703,-6.17,-3.45,5.68,-3.5,7.33,5.7
1737928695.905316,-5.42,9.37,4.15,-11.38,-0.65,1.54
1737928695.9452322,-15.06,-8.48,0.17,-11.96,-5.54,3.63
1737928695.9851413,-4.69,4.48,3.74,-1.41,4.94,-2.0
1737928696.0257401,-7.46,-5.19,-6.66,-16.29,-7.92,-2.59
1737928696.065976,-19.16,0.28,-0.14,-15.78,4.86,-0.16
1737928696.1060596,-11.13,3.87,-3.24,-8.78,-3.75,-4.46
1737928696.14611,-8.73,-5.92,-4.31,-8.9,-3.17,-4.24
1737928696.185312,-9.69,1.52,-3.13,-10.97,8.34,-1.68
1737928696.2261593,-12.1,0.02,-1.93,-11.18,-7.47,-2.0
1737928696.2654042,-6.01,-8.64,-3.57,-0.38,-0.47,-3.18
1737928696.3060884,0.17,12.43,-0.94,-5.04,5.8,1.47
1737928696.3465645,-9.87,-9.2,2.95,-8.33,-8.42,2.72
1737928696.3851783,-1.27,6.45,2.21,2.08,9.48,1.98
1737928696.4254487,0.7,-3.83,3.85,-2.29,-7.52,4.92
1737928696.4654062,-1.64,0.47,6.27,-0.59,13.85,6.55
1737928696.505919,-0.89,0.62,7.06,-0.08,-3.34,7.61
1737928696.5455928,2.05,-4.5,6.67,5.0,1.89,6.87
1737928696.5855732,5.69,1.59,8.42,2.87,7.41,12.34
1737928696.6254115,0.21,4.51,13.24,0.76,1.31,11.18
1737928696.6651497,1.3,1.28,12.02,4.38,11.16,15.61
1737928696.7053514,6.77,10.59,14.2,4.56,-0.97,8.22
1737928696.7460673,0.66,-8.9,9.24,0.47,7.18,16.49
1737928696.7852702,5.38,19.61,15.81,7.26,9.01,6.97
1737928696.825296,2.66,-7.36,6.68,-0.87,-3.87,12.74
1737928696.8670402,0.7,13.78,15.93,4.07,19.61,12.63
1737928696.9055133,2.57,4.75,7.86,0.88,-14.41,10.44
1737928696.9453878,0.44,5.5,11.15,2.66,12.41,11.57
1737928696.9848683,2.62,12.18,11.04,0.28,5.76,8.29
1737928697.025531,-1.73,-1.01,6.78,-1.42,-7.12,8.2
1737928697.0658526,-0.25,15.53,9.49,-0.47,12.44,8.6
1737928697.1047971,-3.65,6.37,5.29,-5.09,-4.38,7.48
1737928697.145591,-4.86,3.51,9.83,-2.18,15.76,11.72
1737928697.1859045,-1.26,14.1,10.33,-3.66,6.07,6.27
1737928697.2256348,-6.7,4.03,8.29,-9.51,11.47,10.46
1737928697.2661114,-10.33,11.39,10.96,-9.28,11.78,10.04
1737928697.3055995,-7.63,9.58,7.44,-5.93,3.9,7.35
1737928697.345584,-4.72,6.13,7.18,-4.92,12.27,6.71
1737928697.3850484,-7.92,9.24,6.67,-10.02,1.64,6.68
1737928697.4257867,-7.3,-0.06,4.83,-4.1,4.0,4.84
1737928697.4654143,-3.51,4.66,5.07,-7.32,2.02,0.12
1737928697.5059245,-11.66,-6.77,-0.36,-11.51,-4.16,3.33
1737928697.5456378,-6.9,1.3,3.42,-4.03,3.85,-1.56
1737928697.5857852,-8.05,1.97,-5.16,-15.55,-2.75,-1.78
1737928697.6256702,-17.59,-1.63,0.1,-12.65,-1.72,-2.19
1737928697.6654835,-7.18,-0.1,-5.47,-7.42,2.68,-5.66
1737928697.705792,-12.22,-2.3,-2.79,-14.83,-4.15,-1.16
1737928697.7455473,-12.31,-1.49,-2.66,-6.98,-0.49,-3.75
1737928697.7856889,-4.64,3.49,-3.67,-7.07,-1.7,-3.96
1737928697.8255322,-9.76,-3.43,-0.77,-7.87,0.62,-0.51
1737928697.8651435,-3.68,1.77,-0.38,-0.97,3.32,-0.37
1737928697.9053705,-0.42,-1.51,0.58,-1.64,1.64,1.8
1737928697.9454288,-1.47,-2.13,4.46,0.02,-0.0,6.9
1737928697.9855108,3.45,1.53,7.84,5.69,-1.33,5.85
1737928698.02531,5.05,-5.98,7.01,3.51,4.24,11.43
1737928698.0655255,2.15,5.55,11.11,0.51,-5.58,9.7
1737928698.105342,0.05,-5.42,10.15,2.36,3.04,13.54
1737928698.145378,6.16,5.89,11.95,6.51,2.42,11.36
1737928698.1856315,3.42,0.34,15.55,1.69,2.74,17.85
1737928698.2249296,4.62,4.7,15.09,7.21,-2.5,9.65
1737928698.2662778,4.86,-0.85,12.87,3.29,-1.0,16.54
1737928698.306289,5.32,2.9,17.73,6.13,4.33,9.26
1737928698.344971,5.27,-9.32,11.65,2.85,1.9,13.66
1737928698.3877296,2.13,1.99,14.24,2.8,5.83,13.03
1737928698.4255471,3.98,6.98,10.52,1.63,7.37,8.06
1737928698.4654841,-2.89,-0.79,7.0,-4.44,-5.73,10.46
1737928698.505689,-1.82,5.09,12.01,0.94,14.09,10.35
1737928698.5455642,-2.47,-0.59,8.12,-8.33,-6.51,11.37
1737928698.5858595,-8.77,6.96,16.28,-5.65,10.0,15.22
1737928698.6258125,-2.19,7.21,13.4,-4.11,-0.34,6.5
1737928698.6656926,-8.6,-5.09,7.97,-10.0,7.92,11.15
1737928698.7051466,-8.93,4.77,10.56,-7.34,1.0,6.9
1737928698.745515,-6.58,-1.28,4.39,-5.83,-2.88,5.28
1737928698.7861848,-5.9,0.4,6.17,-7.15,3.3,6.69
1737928698.8250225,-9.11,1.17,6.57,-9.43,-1.29,4.86
1737928698.8652604,-7.52,-6.77,4.55,-5.5,-1.08,2.55
1737928698.9053788,-5.64,-1.39,-0.04,-8.9,1.38,-1.7
1737928698.9452608,-14.88,0.43,-3.07,-17.84,-3.46,-1.02
1737928698.985943,-14.97,-3.8,-1.44,-9.77,-0.72,-2.78
1737928699.0251184,-8.2,5.21,-3.8,-11.94,-2.0,-2.74
1737928699.0655282,-15.28,-6.07,-0.74,-12.69,-6.76,-1.09
1737928699.1058543,-7.26,0.84,-1.13,-5.94,11.62,-0.07
1737928699.1460845,-8.29,-1.18,1.02,-10.64,-9.46,1.14
1737928699.1854954,-7.47,-5.74,1.43,-2.5,-0.61,1.01
1737928699.225315,-0.89,5.74,1.59,-3.68,1.18,3.58
1737928699.2649884,-7.8,-1.74,3.9,-7.48,-5.11,4.42
1737928699.304795,-2.62,-5.61,3.85,2.02,9.8,4.72
1737928699.3447275,1.47,10.37,5.45,-2.87,-4.84,6.34
